flight_id,flight_number,aircraft_registration,origin_iata,destination_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,airline_code
cbe0448c-d64c-4650-995a-7663b9efea21,6E 382,9H-SLF,DEL,HYD,2025-04-04 20:15:00+05:30,2025-04-04 20:15+05:30,2025-04-04 22:30+05:30,2025-04-04 22:30+05:30,Departed,6E
cbc6de61-a110-41dc-909c-e7545ad3abd3,6E 6515,VT-IWT,DEL,BLR,2025-04-04 20:15:00+05:30,2025-04-04 20:15+05:30,2025-04-04 23:15+05:30,2025-04-04 23:19+05:30,Departed,6E
f5d9a96a-9fe5-44b0-98cc-6387d5e77e4e,6E 6479,Unknown,DEL,LKO,2025-04-04 20:20:00+05:30,2025-04-04 20:20+05:30,2025-04-04 21:30+05:30,2025-04-04 21:30+05:30,Departed,6E
7643615e-2a85-4aaf-93fd-2f18e74330e2,AI 2985,Unknown,DEL,BOM,2025-04-04 19:35:00+05:30,2025-04-04 20:25+05:30,2025-04-04 22:00+05:30,2025-04-04 22:00+05:30,Departed,AI
e14d00f7-a156-4f18-8009-5ee274274dd7,AI 465,Unknown,DEL,NAG,2025-04-04 20:25:00+05:30,2025-04-04 20:25+05:30,2025-04-04 20:50+05:30,2025-04-04 20:50+05:30,Departed,AI
d1cc2abf-a1d5-4b9f-bb06-efcde9b79533,AI 895,Unknown,DEL,PAT,2025-04-04 20:25:00+05:30,2025-04-04 20:25+05:30,2025-04-04 22:00+05:30,2025-04-04 22:00+05:30,Departed,AI
7d9323e7-a5e4-41af-bae1-eba6e2e5903f,IX 2750,Unknown,DEL,STV,2025-04-04 20:25:00+05:30,2025-04-04 20:25+05:30,2025-04-04 22:25+05:30,2025-04-04 22:25+05:30,Departed,IX
2060df05-e962-40ca-939d-d4852387df9c,6E 1807,VT-ILJ,DEL,Unknown,2025-04-04 20:30:00+05:30,2025-04-04 20:30+05:30,Unknown,Unknown,Departed,6E
79a441e0-8445-4758-9463-f9a10287ee3b,AI 2807,VT-RTL,DEL,BLR,2025-04-04 20:30:00+05:30,2025-04-04 20:30+05:30,2025-04-04 23:25+05:30,2025-04-04 23:27+05:30,Departed,AI
0dbb5ea4-e5ba-4e91-827b-6e6d7df4fe7b,AI 2209,Unknown,DEL,DXB,2025-04-04 20:30:00+05:30,2025-04-04 20:30+05:30,2025-04-04 22:45+04:00,2025-04-04 22:45+04:00,Departed,AI
7ac8fd33-890d-4f92-af49-cdf2a3531785,IX 145,Unknown,DEL,BAH,2025-04-04 19:55:00+05:30,2025-04-04 20:32+05:30,2025-04-04 21:50+03:00,2025-04-04 21:50+03:00,Departed,IX
0e8bc927-9a6a-43ae-b023-f7527729fbb0,AI 2805,Unknown,DEL,BOM,2025-04-04 20:00:00+05:30,2025-04-04 20:36+05:30,2025-04-04 22:25+05:30,2025-04-04 22:25+05:30,Departed,AI
9aef84de-7958-479f-bb91-bc3b899698c4,SG 709,Unknown,DEL,BOM,2025-04-04 18:25:00+05:30,2025-04-04 20:38+05:30,2025-04-04 21:05+05:30,2025-04-04 21:05+05:30,Departed,SG
bcf49dee-f0e4-414b-97ec-87f68074bf1d,6E 2261,Unknown,DEL,VTZ,2025-04-04 19:55:00+05:30,2025-04-04 20:39+05:30,2025-04-04 22:10+05:30,2025-04-04 22:10+05:30,Departed,6E
8a283b45-c01c-49f2-aa0c-861e49b903dc,AI 2600,VT-TQL,DEL,BLR,2025-04-04 17:00:00+05:30,2025-04-04 20:43+05:30,2025-04-04 19:50+05:30,2025-04-04 23:25+05:30,Departed,AI
6f911a68-7101-4a7a-89f8-3ce94ee26cf8,6E 6048,VT-IAS,DEL,GAU,2025-04-04 20:45:00+05:30,2025-04-04 20:45+05:30,2025-04-04 23:10+05:30,2025-04-04 23:10+05:30,Departed,6E
28b7cf8f-4c8f-4e2c-821f-d49303d61960,AI 455,VT-PPO,DEL,AMD,2025-04-04 20:45:00+05:30,2025-04-04 20:45+05:30,2025-04-04 22:20+05:30,2025-04-04 22:20+05:30,Departed,AI
623d5283-ffe1-4924-8455-bd7e427f6484,QP 1630,Unknown,DEL,Unknown,2025-04-04 20:45:00+05:30,2025-04-04 20:45+05:30,Unknown,Unknown,Departed,QP
98eb7c0f-83c3-4b44-85b7-e1448973f407,IX 1187,Unknown,DEL,VNS,2025-04-04 19:25:00+05:30,2025-04-04 20:47+05:30,2025-04-04 21:00+05:30,2025-04-04 21:00+05:30,Departed,IX
86b0e15a-3080-46d4-88ad-303aff6b8018,UK 973,VT-TNV,DEL,Unknown,2025-04-04 20:50:00+05:30,2025-04-04 20:50+05:30,Unknown,Unknown,Departed,UK
f6b5442a-c423-47bd-b3bf-d9be342a1ed3,AI 2973,VT-TNV,DEL,PNQ,2025-04-04 20:50:00+05:30,2025-04-04 20:50+05:30,2025-04-04 22:55+05:30,2025-04-04 22:55+05:30,Departed,AI
f453dc5d-625a-4be1-b2de-992984d7d34c,IX 1200,VT-HKG,DEL,GAU,2025-04-04 20:50:00+05:30,2025-04-04 20:50+05:30,2025-04-04 23:35+05:30,2025-04-04 23:35+05:30,Departed,IX
240a8d2e-b647-40f3-b91e-5750e6d69418,6E 1805,Unknown,DEL,TAS,2025-04-04 20:50:00+05:30,2025-04-04 20:50+05:30,2025-04-04 23:20+05:00,2025-04-04 23:38+05:00,Departed,6E
7b6c389a-df9d-4587-8db5-7266fd3e875c,6E 864,Unknown,DEL,Unknown,2025-04-04 17:00:00+05:30,2025-04-04 20:56+05:30,Unknown,Unknown,Departed,6E
c090efae-96b1-45f3-9464-4f1522e2377f,AI 2400,Unknown,DEL,CCU,2025-04-04 21:00:00+05:30,2025-04-04 21:00+05:30,2025-04-04 23:30+05:30,2025-04-04 23:30+05:30,Departed,AI
c2afa0a5-ee52-4d34-ab2d-33842de08ef2,6E 2153,Unknown,DEL,AMD,2025-04-04 21:00:00+05:30,2025-04-04 21:00+05:30,2025-04-04 22:30+05:30,2025-04-04 22:30+05:30,Departed,6E
51adac24-4895-4819-b6c7-c3b02f6b40b8,AI 540,VT-PPW,DEL,MAA,2025-04-04 21:00:00+05:30,2025-04-04 21:00+05:30,2025-04-04 23:50+05:30,2025-04-04 23:50+05:30,Departed,AI
bde42151-db7e-4632-add6-0ced89d61be2,6E 1405,Unknown,DEL,AUH,2025-04-04 21:00:00+05:30,2025-04-04 21:00+05:30,2025-04-04 23:25+04:00,2025-04-04 23:25+04:00,Departed,6E
44ec25f4-ee09-4ec9-8171-511daf8f88b9,6E 395,Unknown,DEL,BOM,2025-04-04 21:00:00+05:30,2025-04-04 21:00+05:30,2025-04-04 23:25+05:30,2025-04-04 23:25+05:30,Departed,6E
981f6f33-9351-4ab8-a1ee-994a087d3368,6E 2045,Unknown,DEL,ATQ,2025-04-04 20:00:00+05:30,2025-04-04 21:04+05:30,2025-04-04 21:10+05:30,2025-04-04 21:10+05:30,Departed,6E
93bf36c4-a1ce-46a6-8468-c5bd51238216,6E 1803,Unknown,DEL,Unknown,2025-04-04 21:05:00+05:30,2025-04-04 21:05+05:30,Unknown,Unknown,Departed,6E
1c22c311-9a1a-471a-b18f-0ce443b2aa66,AI 2460,Unknown,DEL,LKO,2025-04-04 21:10:00+05:30,2025-04-04 21:10+05:30,2025-04-04 22:20+05:30,2025-04-04 22:20+05:30,Departed,AI
4628ba12-4099-498c-a138-c074664fad2c,6E 2601,Unknown,DEL,NAG,2025-04-04 21:10:00+05:30,2025-04-04 21:10+05:30,2025-04-04 22:55+05:30,2025-04-04 22:55+05:30,Departed,6E
0dd03eae-c33f-401b-ad23-08c606c21dd1,6E 2108,VT-ICC,DEL,Unknown,2025-04-04 21:10:00+05:30,2025-04-04 21:10+05:30,Unknown,Unknown,Departed,6E
e090487e-5c5b-4104-8676-8636480aa4c5,AI 2957,Unknown,DEL,BOM,2025-04-04 20:30:00+05:30,2025-04-04 21:13+05:30,2025-04-04 23:05+05:30,2025-04-04 23:05+05:30,Departed,AI
5ba849f1-547a-4733-bdca-6c3212cd9e53,EY 217,A6-BLC,DEL,AUH,2025-04-04 21:15:00+05:30,2025-04-04 21:15+05:30,2025-04-04 23:20+04:00,2025-04-04 23:20+04:00,Departed,EY
bd4e2255-e068-4d26-a2b6-9a142ad17b25,6E 389,Unknown,DEL,CCU,2025-04-04 21:15:00+05:30,2025-04-04 21:15+05:30,2025-04-04 23:30+05:30,2025-04-04 23:30+05:30,Departed,6E
418f323f-0d65-477b-a0cb-0e4fb9fcd1d6,6E 63,Unknown,DEL,JED,2025-04-04 20:45:00+05:30,2025-04-04 21:17+05:30,2025-04-05 00:30+03:00,2025-04-05 00:30+03:00,Departed,6E
4d98f3f9-f602-4eee-a63d-b3b3678fcaf5,6E 1801,Unknown,DEL,Unknown,2025-04-04 20:45:00+05:30,2025-04-04 21:18+05:30,Unknown,Unknown,Departed,6E
0f73e54f-e458-4cb1-b0e9-d258fac27d80,AI 479,Unknown,DEL,ATQ,2025-04-04 21:20:00+05:30,2025-04-04 21:20+05:30,2025-04-04 22:35+05:30,2025-04-04 22:35+05:30,Departed,AI
05fcde74-f5b5-4b6c-a5f1-970677901e1d,6E 2674,VT-ILG,DEL,PNQ,2025-04-04 21:20:00+05:30,2025-04-04 21:20+05:30,2025-04-04 23:25+05:30,2025-04-04 23:25+05:30,Departed,6E
eb75a861-2401-4a5a-81f0-fa4bdc476408,SG 87,VT-MXC,DEL,BKK,2025-04-04 21:20:00+05:30,2025-04-04 21:20+05:30,2025-04-05 02:50+07:00,2025-04-05 02:43+07:00,Departed,SG
2ed66cde-6e02-4467-8be9-f9a488e5895d,IX 1056,VT-KOC,DEL,PNQ,2025-04-04 21:20:00+05:30,2025-04-04 21:20+05:30,2025-04-04 23:30+05:30,2025-04-04 23:30+05:30,Departed,IX
663b5f0f-9aef-4ef6-9963-8008c851f3a2,AI 2981,VT-TVD,DEL,BOM,2025-04-04 20:55:00+05:30,2025-04-04 21:29+05:30,2025-04-04 23:20+05:30,2025-04-04 23:20+05:30,Departed,AI
2acbe3c9-6853-4dc1-99f3-e53374f095bc,6E 2703,Unknown,DEL,LKO,2025-04-04 21:30:00+05:30,2025-04-04 21:30+05:30,2025-04-04 22:40+05:30,2025-04-04 22:40+05:30,Departed,6E
f6b01c8d-f97d-4c21-93c1-afdfde37fbec,6E 2136,Unknown,DEL,HYD,2025-04-04 21:30:00+05:30,2025-04-04 21:30+05:30,2025-04-04 23:45+05:30,2025-04-04 23:45+05:30,Departed,6E
88ccb65c-f715-4a3c-83ad-6b8c4858f2c2,6E 1231,Unknown,DEL,KWI,2025-04-04 21:00:00+05:30,2025-04-04 21:31+05:30,2025-04-04 23:35+03:00,2025-04-04 23:35+03:00,Departed,6E
279094c8-2745-486c-a453-aa543b5f7a46,AI 2609,Unknown,DEL,Unknown,2025-04-04 21:35:00+05:30,2025-04-04 21:35+05:30,Unknown,Unknown,Departed,AI
6123ba16-12a7-4ebb-9ee1-c1e8f7c3bb53,AI 2412,VT-RTX,DEL,BLR,2025-04-04 21:35:00+05:30,2025-04-04 21:35+05:30,2025-04-05 00:30+05:30,2025-04-05 00:47+05:30,Departed,AI
f5cfbfb1-fe1e-4cd4-80e1-6123a653dcc8,AI 2223,Unknown,DEL,Unknown,2025-04-04 21:35:00+05:30,2025-04-04 21:35+05:30,Unknown,Unknown,Departed,AI
870d7699-9339-4874-9bc1-558a8198387c,6E 6341,Unknown,DEL,MAA,2025-04-04 21:45:00+05:30,2025-04-04 21:45+05:30,2025-04-05 00:30+05:30,2025-04-05 00:30+05:30,Departed,6E
2832611d-384f-47c9-9fdc-8472edd13f1f,SG 184,VT-SLC,DEL,CCU,2025-04-04 21:45:00+05:30,2025-04-04 21:45+05:30,2025-04-05 00:05+05:30,2025-04-05 00:05+05:30,Departed,SG
6bc87f97-7b81-4bb0-b46a-46ececb64fdd,6E 477,VT-NCE,DEL,BLR,2025-04-04 21:45:00+05:30,2025-04-04 21:45+05:30,2025-04-05 00:40+05:30,2025-04-05 00:44+05:30,Departed,6E
7c83a2a0-ceba-4d96-9336-2bd93a6f5f31,AI 2929,VT-ATV,DEL,AMD,2025-04-04 21:45:00+05:30,2025-04-04 21:45+05:30,2025-04-04 23:25+05:30,2025-04-04 23:25+05:30,Departed,AI
04f83c0f-b576-45a8-8bbc-b91a4d03d5c6,AI 2449,VT-TNS,DEL,HYD,2025-04-04 21:50:00+05:30,2025-04-04 21:50+05:30,2025-04-05 00:10+05:30,2025-04-05 00:10+05:30,Departed,AI
db2e98d1-78db-4eb0-b0be-69d49afa8b29,AI 2145,VT-TVG,DEL,DPS,2025-04-04 21:55:00+05:30,2025-04-04 21:55+05:30,2025-04-05 08:10+08:00,2025-04-05 08:10+08:00,Departed,AI
6f634251-3b3f-4eef-9527-baf28a0dccc3,SQ 403,9V-SKZ,DEL,SIN,2025-04-04 21:55:00+05:30,2025-04-04 21:55+05:30,2025-04-05 06:10+08:00,2025-04-05 05:44+08:00,Departed,SQ
d16950e7-8b30-4685-9db5-d28454e97503,AI 2727,Unknown,DEL,CCU,2025-04-04 21:55:00+05:30,2025-04-04 21:55+05:30,2025-04-05 00:10+05:30,2025-04-05 00:10+05:30,Departed,AI
4d49bc5e-e18d-4a18-a530-eccb1e790e41,IX 1163,Unknown,DEL,BOM,2025-04-04 21:10:00+05:30,2025-04-04 22:00+05:30,2025-04-04 23:40+05:30,2025-04-04 23:40+05:30,Departed,IX
fa7c60ba-e0d7-47b7-ba9d-1900f68e2b44,EK 515,Unknown,DEL,DXB,2025-04-04 22:00:00+05:30,2025-04-04 22:00+05:30,2025-04-05 00:05+04:00,2025-04-05 00:05+04:00,Departed,EK
5aaba2a6-0f07-48a5-b7b3-a1564539f9c2,6E 6114,Unknown,DEL,Unknown,2025-04-04 22:00:00+05:30,2025-04-04 22:00+05:30,Unknown,Unknown,Departed,6E
66a8e3e7-5f5b-42ca-9fbe-9ce543954867,AI 2433,VT-TNI,DEL,BOM,2025-04-04 21:30:00+05:30,2025-04-04 22:02+05:30,2025-04-04 23:55+05:30,2025-04-04 23:55+05:30,Departed,AI
8d5993d2-7035-4826-8b5d-5cb8c078e5e6,IX 2748,VT-GWH,DEL,BLR,2025-04-04 22:10:00+05:30,2025-04-04 22:10+05:30,2025-04-05 01:10+05:30,2025-04-05 01:17+05:30,Departed,IX
8dba55b4-117f-4b3b-aba4-01f9b820673c,IX 1130,VT-ATB,DEL,Unknown,2025-04-04 22:15:00+05:30,2025-04-04 22:15+05:30,Unknown,Unknown,Departed,IX
18c48c1f-f2f2-4698-8a48-c88ae9e2da2b,6E 83,Unknown,DEL,DMM,2025-04-04 22:20:00+05:30,2025-04-04 22:20+05:30,2025-04-05 00:20+03:00,2025-04-05 00:20+03:00,Departed,6E
974c7be9-f3d7-4848-bff7-f17cad30b5f3,GF 135,Unknown,DEL,BAH,2025-04-04 21:50:00+05:30,2025-04-04 22:24+05:30,2025-04-04 23:35+03:00,2025-04-04 23:35+03:00,Departed,GF
fffe95ed-ab32-42b6-bb8b-383006c26b9f,QP 1350,VT-YBC,DEL,BLR,2025-04-04 21:55:00+05:30,2025-04-04 22:26+05:30,2025-04-05 00:50+05:30,2025-04-05 01:11+05:30,Departed,QP
fc608ab8-5c2e-4d9b-9fcd-92326d6d1901,QP 1146,Unknown,DEL,Unknown,2025-04-04 22:30:00+05:30,2025-04-04 22:30+05:30,Unknown,Unknown,Departed,QP
97ca553f-f671-43bd-8ebf-384a03dce88f,6E 71,Unknown,DEL,RUH,2025-04-04 22:00:00+05:30,2025-04-04 22:31+05:30,2025-04-05 00:25+03:00,2025-04-05 00:25+03:00,Departed,6E
5b3d46ea-0cc9-42cd-bb1f-d80e0a3f1cd0,IX 1114,Unknown,DEL,BBI,2025-04-04 21:40:00+05:30,2025-04-04 22:37+05:30,2025-04-05 00:05+05:30,2025-04-05 00:05+05:30,Departed,IX
cf60afb6-6837-47b8-8145-edd91dfbd0ba,UK 161,VT-ANQ,DEL,Unknown,2025-04-04 22:10:00+05:30,2025-04-04 22:44+05:30,Unknown,Unknown,Departed,UK
ba8fe1a2-856b-43da-999c-07e39517846a,AI 314,VT-ANQ,DEL,HKG,2025-04-04 22:10:00+05:30,2025-04-04 22:44+05:30,2025-04-05 06:15+08:00,2025-04-05 05:36+08:00,Departed,AI
67c2eb98-85cf-4763-b336-8a45a92781d1,AI 829,VT-PPX,DEL,TRV,2025-04-04 22:50:00+05:30,2025-04-04 22:50+05:30,2025-04-05 02:15+05:30,2025-04-05 02:15+05:30,Departed,AI
4e52e6f6-2c3e-43b9-83fc-d92bc8482ced,AC 43,C-FIUF,DEL,YYZ,2025-04-04 22:50:00+05:30,2025-04-04 22:50+05:30,2025-04-05 05:45-04:00,2025-04-05 05:37-04:00,Departed,AC
a7cbc246-83dd-4d63-9dbd-d08cde6497d6,AI 2999,Unknown,DEL,Unknown,2025-04-04 22:00:00+05:30,2025-04-04 22:54+05:30,Unknown,Unknown,Departed,AI
d970fa49-a946-40dd-8dd1-300c1136415c,6E 5269,VT-IWQ,DEL,BLR,2025-04-04 23:00:00+05:30,2025-04-04 23:00+05:30,2025-04-05 01:55+05:30,2025-04-05 01:49+05:30,Departed,6E
bb233e1e-b6b8-4c64-88da-960efbadd2f6,6E 2013,Unknown,DEL,Unknown,2025-04-04 23:10:00+05:30,2025-04-04 23:10+05:30,Unknown,Unknown,Departed,6E
bfe3d44e-639f-4b88-8e05-7f4aae2e57d7,6E 6061,Unknown,DEL,MAA,2025-04-04 23:10:00+05:30,2025-04-04 23:10+05:30,2025-04-05 02:05+05:30,2025-04-05 02:05+05:30,Departed,6E
2e1f8a92-cbfc-4805-ba10-ce600f03d193,CX 698,B-KQT,DEL,HKG,2025-04-04 22:40:00+05:30,2025-04-04 23:11+05:30,2025-04-05 06:40+08:00,2025-04-05 05:54+08:00,Departed,CX
660c6e95-7a9e-4fa0-be20-f80ce58d8cd5,AI 2380,VT-TSH,DEL,SIN,2025-04-04 23:15:00+05:30,2025-04-04 23:15+05:30,2025-04-05 07:30+08:00,2025-04-05 07:06+08:00,Departed,AI
c03fbc9b-48d7-4f5c-976d-30ddc6d3d779,6E 2618,Unknown,DEL,Unknown,2025-04-04 23:15:00+05:30,2025-04-04 23:15+05:30,Unknown,Unknown,Departed,6E
7af13c62-e6f4-4e16-921c-99f4dee01d29,6E 2158,Unknown,DEL,HYD,2025-04-04 23:20:00+05:30,2025-04-04 23:20+05:30,2025-04-05 01:35+05:30,2025-04-05 01:35+05:30,Departed,6E
43c8f1f5-f3bd-42ff-8678-9674dd2bbc1c,AI 2437,VT-TNH,DEL,Unknown,2025-04-04 22:30:00+05:30,2025-04-04 23:20+05:30,Unknown,Unknown,Departed,AI
a6e77f9c-6c80-419c-9a3d-dc6d7a97a18b,6E 519,Unknown,DEL,Unknown,2025-04-04 23:30:00+05:30,2025-04-04 23:30+05:30,Unknown,Unknown,Departed,6E
efc36861-e09d-4f5c-b27b-2720b50da1a5,TG 316,HS-TJV,DEL,BKK,2025-04-04 23:30:00+05:30,2025-04-04 23:30+05:30,2025-04-05 05:25+07:00,2025-04-05 04:55+07:00,Departed,TG
0b801681-0796-4a6b-92ea-2e452c35ebe7,OD 206,9M-LNC,DEL,KUL,2025-04-04 22:05:00+05:30,2025-04-04 23:30+05:30,2025-04-05 08:25+08:00,2025-04-05 08:20+08:00,Departed,OD
67b5406d-1042-4978-ad18-a3902b59b9d5,AA 293,N839AA,DEL,JFK,2025-04-04 23:30:00+05:30,2025-04-04 23:30+05:30,2025-04-05 06:05-04:00,2025-04-05 06:04-04:00,Departed,AA
f5202bbd-a1ab-4288-92e6-8535f18b1326,UA 83,N29971,DEL,EWR,2025-04-04 23:35:00+05:30,2025-04-04 23:35+05:30,2025-04-05 06:25-04:00,2025-04-05 06:43-04:00,Departed,UA
4d6f2a95-2bfb-45ec-9ea4-7a9fb1f5d1de,SG 151,VT-SYJ,DEL,BLR,2025-04-04 20:00:00+05:30,2025-04-04 23:38+05:30,2025-04-04 23:10+05:30,2025-04-05 02:23+05:30,Departed,SG
74e53e56-29d0-4f69-aeab-d072cacb4f94,AI 2439,VT-TQC,DEL,Unknown,2025-04-04 23:00:00+05:30,2025-04-04 23:42+05:30,Unknown,Unknown,Departed,AI
099d95b0-ef95-4d40-be9a-7c4264a33192,SG 473,Unknown,DEL,Unknown,2025-04-04 19:40:00+05:30,2025-04-04 23:50+05:30,Unknown,Unknown,Departed,SG
65a187ff-c50d-4ef8-a7c2-529dd94adb83,MH 191,9M-MTX,DEL,KUL,2025-04-04 23:00:00+05:30,2025-04-04 23:57+05:30,2025-04-05 07:30+08:00,2025-04-05 07:21+08:00,Departed,MH
86ea3741-10cc-482c-9b88-b5ad3bf94083,VN 980,VN-A869,DEL,HAN,2025-04-04 23:35:00+05:30,2025-04-05 00:00+05:30,2025-04-05 05:20+07:00,2025-04-05 05:20+07:00,Departed,VN
7327aedf-22d4-43c4-aba6-ee327920867b,VN 980,VN-A869,DEL,HAN,2025-04-04 23:35:00+05:30,2025-04-05 00:00+05:30,2025-04-05 05:20+07:00,2025-04-05 05:20+07:00,Departed,VN
3f3b3239-da22-4a39-8f3b-fc81af4c5fec,IX 1145,VT-EXD,DEL,Unknown,2025-04-04 23:00:00+05:30,2025-04-05 00:03+05:30,Unknown,Unknown,Departed,IX
a1b26ad4-4378-4002-95ba-88d567710a53,AC 51,C-FVLQ,DEL,YUL,2025-04-05 00:05:00+05:30,2025-04-05 00:05+05:30,2025-04-05 06:25-04:00,2025-04-05 06:59-04:00,Departed,AC
98a8affc-8af8-4879-ad81-844b492d726a,D7 183,9M-XBE,DEL,KUL,2025-04-04 23:20:00+05:30,2025-04-05 00:13+05:30,2025-04-05 07:40+08:00,2025-04-05 07:44+08:00,Departed,D7
179f7c7d-aea1-4d5b-87b3-687f2cc602b0,W5 70,Unknown,DEL,IKA,2025-04-05 00:25:00+05:30,2025-04-05 00:25+05:30,2025-04-05 04:15+03:30,2025-04-05 04:15+03:30,Departed,W5
9ca99b8a-98d0-4ffe-a829-1f0b2d3236bb,LX 147,HB-JHJ,DEL,ZRH,2025-04-05 01:05:00+05:30,2025-04-05 01:05+05:30,2025-04-05 06:20+02:00,2025-04-05 06:17+02:00,Departed,LX
b46459ac-0608-4531-bfc3-a6fc28f1cef0,IX 127,VT-ATD,DEL,DMM,2025-04-05 00:05:00+05:30,2025-04-05 01:16+05:30,2025-04-05 01:45+03:00,2025-04-05 01:45+03:00,Departed,IX
17b7721b-0a17-45b0-ba48-e0a4d5e4c2bd,AI 312,VT-ANA,DEL,ICN,2025-04-05 00:05:00+05:30,2025-04-05 01:18+05:30,2025-04-05 10:40+09:00,2025-04-05 10:49+09:00,Departed,AI
c6d7f315-0a27-47b2-b16c-45714d949d4e,AF 225,F-GSPJ,DEL,CDG,2025-04-05 00:50:00+05:30,2025-04-05 01:30+05:30,2025-04-05 06:55+02:00,2025-04-05 07:23+02:00,Departed,AF
4fdcc4b4-73ab-422e-9a86-16e084dc1578,AI 302,VT-ANS,DEL,SYD,2025-04-05 00:55:00+05:30,2025-04-05 01:31+05:30,2025-04-05 19:00+11:00,2025-04-05 18:34+11:00,Departed,AI
24f9bd29-7b56-4863-86cb-f265cd84be2f,ZZ 2355,Unknown,DEL,Unknown,2025-04-04 23:55:00+05:30,2025-04-05 01:35+05:30,Unknown,Unknown,Departed,UNKNOWN
6fb1c58c-7c9c-437b-9387-6918b637e285,VJ 896,VN-A528,DEL,SGN,2025-04-05 00:05:00+05:30,2025-04-05 01:36+05:30,2025-04-05 06:35+07:00,2025-04-05 06:35+07:00,Departed,VJ
6db1fcfe-d4ca-4d27-84d7-0a3869cad9be,KC 964,Unknown,DEL,ALA,2025-04-05 01:10:00+05:30,2025-04-05 01:43+05:30,2025-04-05 03:55+05:00,2025-04-05 03:37+05:00,Departed,KC
70bec1ac-38be-4db6-bd73-205e5df24cba,6E 2716,Unknown,DEL,Unknown,2025-04-05 01:45:00+05:30,2025-04-05 01:45+05:30,Unknown,Unknown,Canceled,6E
6d4cd11e-120c-43f0-96f4-ab7203afd5bc,6E 853,Unknown,DEL,BOM,2025-04-05 01:45:00+05:30,2025-04-05 01:45+05:30,2025-04-05 04:15+05:30,2025-04-05 04:15+05:30,Departed,6E
23115870-3905-470c-8e4b-c88fa6c6dda2,LH 763,D-AIMK,DEL,MUC,2025-04-05 01:45:00+05:30,2025-04-05 01:45+05:30,2025-04-05 06:30+02:00,2025-04-05 06:15+02:00,Departed,LH
73d70f1a-a89c-4c70-bc61-ab09f66c7caf,TG 336,Unknown,DEL,BKK,2025-04-05 01:55:00+05:30,2025-04-05 01:55+05:30,2025-04-05 07:50+07:00,2025-04-05 07:50+07:00,Canceled,TG
ed767b42-5fad-46b4-a634-d6482252b38e,AI 2702,Unknown,DEL,CCU,2025-04-05 02:00:00+05:30,2025-04-05 02:00+05:30,2025-04-05 04:15+05:30,2025-04-05 04:15+05:30,Departed,AI
cce429e0-25e1-43bf-b9b3-98f605ad71c9,CX 694,B-LQH,DEL,HKG,2025-04-05 01:00:00+05:30,2025-04-05 02:07+05:30,2025-04-05 09:05+08:00,2025-04-05 09:13+08:00,Departed,CX
